2580	15
2581	22
2582	27
2583	33
2584	21
2585	18
2586	15
2587	27
2588	18
2589	32
2590	24
2591	30
2592	16
2593	20
2594	46
2595	38
2596	14
2597	19
2598	22
2599	23
2600	25
2601	33
2602	25
2603	11
2604	33
2605	25
2606	20
2607	15
2608	9
2609	21
2610	15
2611	30
2612	26
2613	25
2614	16
2615	14
2616	38
2617	24
2618	20
2619	13
2620	45
2621	13
2622	14
2623	12
2624	9
2625	16
2626	30
2627	15
2628	18
2629	14
2630	20
2631	18
2632	7
2633	21
2634	30
2635	43
2636	11
2637	33
2638	19
2639	7
2640	6
2641	8
2642	31
2643	24
2644	33
2645	10
2646	24
2647	33
2648	14
2649	19
2650	32
2651	10
2652	32
2653	15
2654	22
2655	11
2656	24
2657	13
2658	14
2659	15
2660	16
2661	21
2662	32
2663	18
2664	27
2665	14
2666	54
2667	23
2668	20
2669	22
2670	23
2671	10
2672	33
2673	23
2674	24
2675	31
2676	26
2677	24
2678	20
2679	32
2680	9
2681	35
2682	23
2683	18
2684	28
2685	29
2686	17
2687	13
2688	20
2689	23
2690	26
2691	24
2692	12
2693	21
2694	31
2695	18
2696	16
2697	27
2698	13
2699	25
2700	29
2701	14
2702	28
2703	16
2704	7
2705	22
2706	8
2707	13
2708	9
2709	19
2710	13
2711	19
2712	12
2713	12
2714	13
2715	30
2716	13
2717	15
2718	27
2719	29
2720	12
2721	37
2722	40
2723	36
2724	22
2725	20
2726	31
2727	28
2728	35
2729	17
2730	32
2731	14
2732	35
2733	24
2734	32
2735	20
2736	17
2737	32
2738	14
2739	34
2740	23
2741	17
2742	21
2743	37
2744	18
2745	28
2746	25
2747	17
2748	52
2749	17
2750	32
2751	31
2752	32
2753	30
2754	20
2755	8
2756	31
2757	40
2758	17
2759	12
2760	20
2761	51
2762	12
2763	33
2764	20
2765	19
2766	23
2767	16
2768	16
2769	15
2770	7
2771	23
2772	35
2773	29
2774	18
2775	26
2776	20
2777	22
2778	22
2779	29
2780	10
2781	51
2782	21
2783	31
2784	29
2785	52
2786	33
2787	35
2788	30
2789	25
2790	33
2791	32
2792	30
2793	35
2794	9
2795	46
2796	14
2797	63
2798	19
2799	10
2800	15
2801	20
2802	17
2803	25
2804	46
2805	14
2806	20
2807	20
2808	14
2809	15
2810	8
2811	17
2812	10
2813	75
2814	15
2815	12
2816	20
2817	11
2818	27
2819	6
2820	26
2821	8
2822	17
2823	22
2824	16
2825	33
2826	13
2827	15
2828	26
2829	26
2830	15
2831	8
2832	35
2833	16
2834	20
2835	53
2836	40
2837	12
2838	25
2839	20
2840	15
2841	16
2842	6
2843	18
2844	11
2845	15
2846	36
2847	22
2848	12
2849	20
2850	21
2851	21
2852	18
2853	25
2854	18
2855	16
2856	39
2857	20
2858	15
2859	30
2860	34
2861	16
2862	11
2863	34
2864	26
2865	15
2866	9
2867	10
2868	24
2869	12
2870	18
2871	27
2872	9
2873	16
2874	23
2875	17
2876	13
2877	14
2878	24
2879	14
2880	22
2881	32
2882	23
2883	10
2884	26
2885	18
2886	13
2887	17
2888	17
2889	25
2890	13
2891	16
2892	13
2893	13
2894	27
2895	16
2896	19
2897	11
2898	26
2899	43
2900	13
2901	13
2902	16
2903	22
2904	17
2905	16
2906	11
2907	35
2908	15
2909	15
2910	12
2911	26
2912	24
2913	24
2914	18
2915	27
2916	53
2917	9
2918	30
2919	28
2920	27
2921	22
2922	16
2923	5
2924	6
2925	6
2926	2
2927	59
2928	180
2929	187
2930	190
2931	117
2932	14
2933	12
2934	10
2935	16
2936	32
2937	28
2938	20
2939	11
2940	14
2941	24
2942	48
2943	17
2944	10
2945	25
2946	15
2947	9
2948	9
2949	4
2950	4
2951	8
2952	7
2953	4
2954	7
2955	4
2956	8
2957	8
2958	10
2959	8
2960	9
2961	10
2962	17
2963	35
2964	16
2965	51
2966	35
2967	7
2968	18
2969	17
2970	18
2971	10
2972	7
2973	10
2974	28
2975	9
2976	16
2977	12
2978	7
2979	51
2980	29
2981	9
2982	40
2983	28
2984	32
2985	6
2986	15
2987	17
2988	11
2989	10
2990	14
2991	29
2992	6
2993	14
2994	24
2995	6
2996	12
2997	23
2998	10
2999	10
3000	31
3001	11
3002	12
3003	11
3004	13
3005	14
3006	14
3007	8
3008	10
3009	17
3010	16
3011	12
3012	8
3013	37
3014	23
3015	11
3016	17
3017	9
3018	24
3019	12
3020	11
3021	10
3022	11
3023	19
3024	6
3025	12
3026	12
3027	7
3028	9
3029	18
3030	19
3031	30
3032	54
3033	25
3034	32
3035	18
3036	18
3037	16
3038	23
3039	26
3040	20
3041	30
3042	10
3043	41
3044	13
3045	15
3046	34
3047	42
3048	19
3049	37
3050	38
3051	28
3052	18
3053	35
3054	14
3055	22
3056	20
3057	27
3058	14
3059	21
3060	46
3061	25
3062	17
3063	14
3064	41
3065	16
3066	22
3067	21
3068	22
3069	50
3070	11
3071	29
3072	26
3073	28
3074	63
3075	28
3076	54
3077	38
3078	35
3079	23
3080	29
3081	42
3082	29
3083	21
3084	24
3085	40
3086	18
3087	84
3088	47
3089	58
3090	7
3091	81
3094	47
3095	7
3098	63
3099	94
3100	9
3101	83
3102	17
3103	55
3104	139
3105	66
3106	77
3107	7
3108	47
3109	47
3110	163
3111	158
3112	55
3113	157
3114	32
3115	36
3116	31
3117	13
3118	30
3119	9
3120	28
3121	15
3122	28
3123	20
3124	13
3125	27
3126	24
3127	16
3128	21
3129	19
3130	30
3131	31
3132	12
3133	4
3134	13
3135	14
3136	18
3137	29
3138	5
3139	21
3140	19
3141	25
3142	34
3143	17
3144	7
3145	26
3146	31
3147	17
3148	45
3149	19
3150	10
3151	20
3152	18
3153	18
3154	13
3155	19
3156	11
3157	28
3158	20
3159	9
3160	9
3161	22
3162	19
3163	7
3164	11
3165	7
3166	8
3167	9
3168	14
3169	11
3170	28
3171	14
3172	12
3173	8
3174	6
3175	17
3176	19
3177	21
3178	20
3179	4
3180	35
3181	9
3182	37
3183	16
3184	13
3185	30
3186	28
3187	14
3188	18
3189	15
3190	15
3191	5
3192	16
3193	28
3194	18
3195	18
3196	13
3197	24
3198	13
3199	20
3200	11
3201	3
3202	16
3203	8
3204	7
3205	10
3206	12
3207	18
3208	13
3209	3
3210	3
3211	4
