2754	9
2755	11
2756	21
2757	11
2758	7
2759	24
2760	9
2761	10
2762	11
2763	11
2764	16
2765	11
2766	20
2767	29
2768	20
2769	21
2771	22
2772	10
2773	14
2774	38
2775	23
2776	18
2777	32
2778	20
2780	19
2781	29
2782	24
2783	13
2784	16
2785	11
2786	17
2787	34
2788	16
2789	16
2790	10
2791	16
2792	12
2793	13
2794	8
2795	23
2796	11
2797	7
2798	19
2799	9
2800	7
2801	6
2802	16
2803	17
2804	17
2805	14
2806	7
2807	20
2808	17
2809	20
2810	17
2811	17
2812	35
2813	8
2814	8
2815	26
2816	25
2817	13
2818	15
2819	16
2820	5
2821	13
2822	13
2823	10
2824	13
2825	7
2826	15
2827	11
2828	6
2829	9
2830	16
2831	9
2832	23
2833	23
2834	5
2835	34
2836	37
2837	25
2838	5
2839	22
2840	7
2841	8
2842	7
2843	7
2844	8
2845	24
2846	10
2848	19
2849	28
2850	12
2852	16
2853	20
2854	27
2856	9
2857	21
2858	18
2859	34
2860	13
2861	39
2862	11
2863	7
2868	8
2869	23
2870	21
2871	15
2872	12
2873	25
2874	18
2875	18
2876	13
2877	8
2878	24
2879	12
2880	7
2881	25
2882	26
2883	13
2884	18
2885	23
2886	14
2888	13
2889	15
2890	9
2891	11
2892	8
2893	18
2894	7
2895	17
2896	10
2897	10
2898	26
2899	24
2900	14
2901	29
2902	22
2903	18
2904	16
2905	16
2906	7
2907	15
2908	11
2909	11
2910	16
2911	23
2912	30
2913	10
2914	19
2915	6
2916	30
2917	9
2918	14
2919	8
2920	14
2921	15
2922	19
2923	29
2924	16
2925	16
2926	25
2927	13
2928	26
2929	17
2930	34
2931	14
2933	17
2934	41
2935	10
2936	39
2937	53
2938	22
2939	26
2940	10
2941	12
2942	25
2943	24
2944	42
2945	9
2946	11
2948	12
2949	18
2950	9
2951	13
2952	10
2953	9
2954	24
2955	9
2956	22
2957	15
2958	9
2959	21
2960	18
2961	9
2962	14
2963	9
2964	13
2965	12
2966	34
2967	10
2968	17
2969	3
2970	10
2971	15
2972	16
2973	12
2974	18
2975	15
2976	22
2977	8
2978	12
2979	23
2980	12
2981	3
2982	12
2983	8
2984	14
2985	33
2986	16
2987	10
2988	19
2989	21
2990	30
2991	10
2992	18
2993	23
2994	20
2995	13
2996	48
2997	34
2998	29
2999	20
3000	24
3001	23
3002	19
3003	19
3004	24
3005	6
3006	7
3007	6
3008	14
3009	10
3010	9
3011	19
3012	17
3013	14
3014	9
3015	20
3016	5
3017	11
3018	24
3020	12
3021	11
3022	9
3023	12
3024	28
3025	22
3026	10
3027	22
3028	17
3029	6
3030	44
3031	16
3032	8
3033	5
3034	16
3035	18
3036	26
3037	15
3038	12
3039	15
3040	4
3041	6
3042	6
3043	7
3044	6
3045	13
3046	20
3047	9
3048	30
3049	30
3050	12
3051	14
3052	11
3053	11
3054	9
3055	11
3056	15
3058	16
3059	6
3060	9
3061	5
3062	11
3063	14
3064	14
3065	20
3066	20
3067	7
3068	22
3069	8
3071	30
3072	6
3073	12
3074	17
3075	11
3076	16
3077	12
3078	15
3079	18
3080	8
3081	13
3082	18
3083	6
3084	8
3085	11
3086	11
3087	16
3088	29
3089	22
3090	5
3091	18
3092	18
3093	14
3094	35
3095	14
3096	8
3097	11
3098	5
3099	14
3100	12
3103	15
3104	18
3105	16
3107	16
3108	5
3109	6
3110	15
3111	15
3112	14
3113	13
3114	3
3115	15
3116	16
3117	13
3118	5
3119	9
3120	13
3121	6
3122	11
3123	14
3124	10
3125	12
3126	11
3127	16
3128	13
3130	10
3131	15
3132	14
3133	18
3134	26
3135	13
3136	14
3137	14
3138	16
3140	16
3141	12
3142	19
3143	36
3144	8
3145	33
3146	30
3147	9
3148	11
3149	20
3150	25
3151	12
3152	18
3153	37
3154	9
3155	20
3156	29
3157	37
3158	66
3159	14
3160	13
3161	13
3162	19
3163	29
3164	15
3165	14
3166	16
3167	22
3168	27
3169	14
3171	30
3172	14
3173	21
3174	33
3175	12
3176	7
3177	16
3178	23
3179	20
3180	37
3181	28
3182	20
3183	30
3184	24
3185	13
3186	45
3187	7
3188	11
3189	20
3190	27
3191	20
3192	14
3193	18
3194	51
3195	15
3196	17
3197	8
3198	19
3199	10
3200	24
3201	18
3202	19
3203	22
3204	19
3205	15
3206	7
3207	8
3208	22
3209	17
3210	5
3211	26
3212	49
3213	6
3214	8
3216	33
3217	21
3218	27
3219	48
3221	30
3222	28
3223	19
3224	22
3225	32
3226	37
3227	17
3228	9
3229	9
3230	8
3231	17
3232	14
3233	13
3234	23
3235	20
3236	28
3237	21
3238	10
3239	28
3240	47
3241	38
3242	9
3243	15
3244	16
3245	13
3247	23
3248	13
3249	11
3250	24
3251	5
3252	14
3253	20
3254	17
3255	18
3256	16
3257	17
3258	8
3259	25
3260	22
3261	12
3262	25
3263	15
3264	21
3265	20
3266	4
3267	28
3268	39
3269	16
3270	47
3271	12
3272	17
3273	14
3274	13
3275	21
3276	33
3277	15
3770	15
3771	6
3772	17
5333	5
5334	19
5335	16
5336	13
5337	8
5338	15
5339	37
5340	18
5341	13
5342	33
5343	7
5344	9
5345	11
5346	24
5347	26
5348	19
5349	18
5350	27
5351	37
5352	31
5353	17
5354	20
5355	7
5356	30
5357	21
5358	28
5359	9
5360	18
5361	15
5362	7
5363	30
5364	33
5365	30
5366	12
5367	21
5368	6
5369	19
5371	23
5372	10
5373	14
5374	20
5375	25
5376	17
5377	8
5378	21
5379	6
5380	17
5381	17
5382	3
5384	15
5385	28
5387	22
5388	21
5389	19
5390	9
5391	30
5392	21
5393	13
5395	31
5396	8
5397	18
5398	11
5399	28
5400	10
5401	15
5402	20
5403	44
5404	29
5405	16
5406	30
5407	40
5408	16
5409	21
5410	15
5411	20
5412	8
5413	14
5414	8
5415	12
5416	16
5417	21
5418	19
5419	6
5420	21
5421	26
5422	24
5423	17
5424	20
5425	12
5426	17
5427	9
5429	33
5430	8
5432	15
5433	8
5434	13
5435	16
5436	17
5437	37
5438	28
5439	11
5441	20
5442	18
5443	34
5444	34
5446	20
5447	25
5449	4
5450	7
5451	33
5452	14
5453	16
5454	27
5455	32
5456	33
5457	25
5458	6
5459	10
5460	6
5461	9
5462	15
5463	24
5464	37
5465	7
5466	47
5467	10
5468	22
5469	20
5470	12
5471	11
5472	20
5473	11
5474	18
5475	9
5476	9
5477	18
5478	10
5479	31
5480	14
5481	13
5482	11
5483	26
5484	35
5485	17
5486	19
5487	11
5488	16
5489	17
5490	23
5491	16
5492	31
5493	10
5494	15
5495	10
5496	17
5498	12
5499	9
5500	17
5501	12
5502	23
5504	14
5505	18
5506	5
5507	23
5508	15
5509	9
5511	17
5512	21
5513	9
5514	24
5515	19
5516	14
5517	16
5518	16
5519	18
5520	35
5521	15
5522	15
5523	20
5524	90
5525	25
5526	27
5527	18
5528	15
5529	17
5530	19
5531	13
5532	18
5533	30
5534	8
5535	11
5536	14
5537	32
5538	15
5539	12
5540	18
5541	19
5542	27
5543	9
5544	13
5545	11
5546	14
5547	24
5548	25
5549	10
5550	10
5551	11
5552	17
5553	41
5554	7
5555	18
5556	23
5557	16
5558	38
5560	19
5561	17
5562	25
5563	15
5564	18
5565	8
5566	17
5567	9
5568	24
5569	22
5570	12
5571	16
5572	25
5573	7
5574	12
5575	12
5576	6
5577	20
5578	11
5579	18
5580	15
5581	13
5582	18
5583	12
5584	14
5585	16
5586	5
5587	8
5588	6
5589	10
5590	16
5591	29
5592	15
5593	17
5594	7
5595	7
5596	15
5597	17
5598	17
5607	11
5608	17
5609	6
5610	29
5611	7
5612	15
5613	23
5614	8
5615	10
5616	28
5617	31
5618	12
5619	14
5620	23
5621	36
5622	19
5623	26
5625	30
5626	17
5627	25
5628	3
5629	11
5630	21
5631	18
5632	46
5633	21
5634	3
5635	4
5636	19
5637	25
5638	16
5639	18
5640	11
5641	11
5642	28
5643	8
5645	8
5646	8
5647	13
5648	10
5649	35
5650	16
5651	10
5652	19
5653	36
5654	15
5655	24
5656	21
5657	15
5658	32
5659	29
5660	14
5661	15
5662	9
5663	33
5664	18
5665	26
5666	23
5667	5
5668	24
5669	6
5670	24
5671	26
5672	33
5673	13
5674	22
5675	24
5676	12
5677	21
5678	37
5679	15
5680	45
5681	15
5682	32
5683	14
5684	25
5685	10
5686	11
5687	11
5688	13
5689	11
5690	19
5692	26
5693	23
5694	27
5695	15
5696	5
5697	9
5698	30
5699	17
5700	15
5701	24
5702	27
5703	35
5704	9
5705	30
5706	28
5707	31
5709	22
5710	17
5711	9
5712	11
5713	11
5714	19
5716	11
5717	14
5718	15
5719	18
5720	15
5721	26
5722	39
5723	16
5724	16
5725	22
5726	17
5727	19
5728	13
5729	19
5730	15
5731	15
5732	10
5733	13
5734	7
5735	24
5736	28
5737	11
5738	15
5739	9
5740	15
5741	12
5742	5
5743	2
5744	13
5745	10
5746	12
5747	20
5748	31
5749	46
5750	11
5751	24
5752	10
5753	24
5754	9
5755	21
5756	11
5757	16
5758	13
5759	13
5760	15
5761	16
5762	19
5763	18
5764	15
5765	16
5766	17
5767	12
5768	15
5769	22
5775	10
5776	12
5777	18
5778	23
5779	19
5780	21
5781	12
5782	6
5783	15
5784	13
5785	10
5786	5
5787	20
5788	10
5789	7
5790	34
5791	8
5792	15
5793	20
5794	22
5795	9
5796	37
5797	12
5798	14
5799	6
5800	23
5801	14
5802	5
5803	12
5804	18
5805	26
5806	25
5807	26
5808	34
5809	24
5810	12
5811	6
5812	7
5814	14
5815	37
5816	19
7138	8
7139	15
7140	34
7141	11
7142	26
7143	20
7144	15
7145	19
7146	20
7147	12
7148	21
7149	11
7150	11
7151	35
7152	14
7153	18
7154	12
7155	15
7156	7
7157	12
7159	26
7160	11
7161	19
7162	16
7163	4
7164	30
7165	5
7166	13
7167	10
7168	25
7169	8
7170	16
7171	18
7172	17
7173	14
7174	17
7175	28
7176	30
7177	6
7178	13
7179	29
